wilayah_kode,wilayah,tahun,value
6110,Melawi,2014,62.89
7300,SULAWESI SELATAN,2024,74.05
1809,Pesawaran,2011,59.44
5302,Sumba Timur,2011,60.43
3322,Semarang,2017,73.2
3100,DKI JAKARTA,2010,76.31
7326,Toraja Utara,2019,69.23
9109,Tambrauw,2019,52.9
7412,Konawe Kepulauan,2013,61.15
1471,Kota Pekanbaru,2018,80.66
1277,Kota Padangsidimpuan,2011,71.08
1116,Aceh Jaya,2022,70.36
3506,Kediri,2011,66.84
1212,Deli Serdang,2021,75.53
7305,Takalar,2012,61.66
6307,Hulu Sungai Tengah,2017,67.78
2105,Kepulauan Anambas,2020,68.8
9410,Paniai,2015,54.2
1801,Lampung Barat,2014,63.54
1105,Aceh Timur,2021,67.83
6211,Gunung Mas,2018,70.23
7415,Buton Selatan,2024,67.0
5304,Timor Tengah Selatan,2012,57.94
6202,Kotawaringin Timur,2023,72.21
5106,Bangli,2011,63.87
1306,Padang Pariaman,2024,73.1
3510,Banyuwangi,2012,66.12
3271,Kota Bogor,2018,75.66
1211,Karo,2011,71.12
9111,Manokwari Selatan,2017,58.08
1304,Sijunjung,2024,70.23
6211,Gunung Mas,2023,72.09
9707,Yahukimo,2024,51.98
7302,Bulukumba,2012,63.82
3205,Garut,2023,68.11
1404,Pelalawan,2020,71.56
9112,Pegunungan Arfak,2016,53.89
3521,Ngawi,2018,69.91
3575,Kota Pasuruan,2016,74.11
9104,Teluk Bintuni,2018,63.13
1601,Ogan Komering Ulu,2012,65.09
1409,Rokan Hilir,2024,71.2
1905,Bangka Selatan,2010,59.98
1218,Serdang Bedagai,2013,67.11
3511,Bondowoso,2022,67.31
5108,Buleleng,2023,73.97
1503,Sarolangun,2012,66.16
9105,Manokwari,2013,68.81
8109,Buru Selatan,2011,57.98
5301,Sumba Barat,2021,63.83
1375,Kota Bukittinggi,2013,77.67
7402,Muna,2017,67.61
1803,Lampung Selatan,2019,68.22
5171,Kota Denpasar,2015,82.24
9412,Mimika,2019,74.13
6100,KALIMANTAN BARAT,2011,62.35
5203,Lombok Timur,2020,66.3
7104,Kepulauan Talaud,2019,68.97
1401,Kuantan Singingi,2013,66.65
6112,Kubu Raya,2010,61.87
1104,Aceh Tenggara,2017,68.09
6208,Seruyan,2015,64.77
6472,Kota Samarinda,2017,79.46
6306,Hulu Sungai Selatan,2022,69.76
3274,Kota Cirebon,2019,74.92
3374,Kota Semarang,2012,78.04
3303,Purbalingga,2023,70.24
5208,Lombok Utara,2012,58.19
3326,Pekalongan,2022,70.81
1225,Nias Barat,2015,58.25
3316,Blora,2010,63.02
3525,Gresik,2018,75.28
3576,Kota Mojokerto,2011,73.47
3173,Kota Jakarta Pusat,2013,78.81
7207,Buol,2012,63.98
1802,Tanggamus,2012,61.14
7209,Tojo Una-Una,2019,64.52
1300,SUMATERA BARAT,2020,72.38
3601,Pandeglang,2012,60.48
7505,Gorontalo Utara,2016,63.02
1220,Padang Lawas Utara,2012,65.65
1812,Tulang Bawang Barat,2012,60.77
3307,Wonosobo,2014,65.2
3515,Sidoarjo,2015,77.43
1809,Pesawaran,2012,59.98
5104,Gianyar,2015,75.03
7472,Kota Baubau,2010,70.6
1810,Pringsewu,2014,66.58
9434,Dogiyai,2010,47.48
7604,Mamuju,2013,64.17
1171,Kota Banda Aceh,2021,85.71
9428,Mamberamo Raya,2023,54.08
7306,Gowa,2013,65.45
9603,Deiyai,2024,52.07
3308,Magelang,2019,69.87
1300,SUMATERA BARAT,2013,68.91
3312,Wonogiri,2024,72.55
9600,PAPUA TENGAH,2023,58.93
1216,Pakpak Bharat,2020,67.59
3374,Kota Semarang,2017,82.01
1376,Kota Payakumbuh,2017,77.91
3511,Bondowoso,2020,66.43
3277,Kota Cimahi,2015,76.42
1612,Penukal Abab Lematang Ilir,2013,59.69
5100,BALI,2014,72.48
9432,Yalimo,2016,44.95
6503,Tana Tidung,2024,70.08
2101,Karimun,2023,73.51
1277,Kota Padangsidimpuan,2018,74.38
3602,Lebak,2023,65.21
5317,Sumba Barat Daya,2024,64.27
5305,Timor Tengah Utara,2013,59.56
7326,Toraja Utara,2018,68.49
9413,Boven Digoel,2014,58.21
2104,Lingga,2020,65.29
9605,Paniai,2022,57.14
7311,Bone,2024,68.36
3203,Cianjur,2013,61.68
6571,Kota Tarakan,2024,77.96
6108,Kapuas Hulu,2016,63.83
1205,Tapanuli Utara,2015,71.32
3404,Sleman,2019,83.85
3604,Serang,2023,68.39
7211,Banggai Laut,2019,65.27
1105,Aceh Timur,2020,67.63
3523,Tuban,2014,64.58
3529,Sumenep,2016,63.42
7172,Kota Bitung,2016,72.43
1806,Lampung Utara,2023,68.95
3514,Pasuruan,2020,68.6
3312,Wonogiri,2019,69.98
2171,Kota Batam,2011,77.82
3215,Karawang,2015,67.66
6104,Mempawah,2011,59.95
6171,Kota Pontianak,2011,75.08
6504,Nunukan,2011,60.64
6102,Bengkayang,2012,63.42
9404,Nabire,2018,67.7
1114,Aceh Tamiang,2019,69.23
3275,Kota Bekasi,2011,77.48
1311,Dharmasraya,2017,70.4
6500,KALIMANTAN UTARA,2024,73.02
1505,Muaro Jambi,2012,64.17
7505,Gorontalo Utara,2013,61.6
7101,Bolaang Mongondow,2010,62.75
3313,Karanganyar,2021,75.99
1303,Solok,2014,66.44
6206,Sukamara,2022,68.94
5371,Kota Kupang,2010,74.81
6112,Kubu Raya,2011,62.56
1708,Kepahiang,2020,68.17
8208,Pulau Taliabu,2018,59.67
8101,Maluku Tenggara Barat / Kepulauan Tanimbar,2010,57.08
9417,Pegunungan Bintang,2015,40.91
1218,Serdang Bedagai,2015,68.01
6305,Tapin,2013,66.48
8172,Kota Tual,2014,64.95
1276,Kota Binjai,2019,75.89
6371,Kota Banjarmasin,2013,74.59
8200,MALUKU UTARA,2021,68.76
3318,Pati,2018,70.71
2103,Natuna,2019,72.63
1202,Mandailing Natal,2023,68.56
9428,Mamberamo Raya,2010,44.89
1804,Lampung Timur,2010,63.23
1601,Ogan Komering Ulu,2021,69.6
3173,Kota Jakarta Pusat,2014,79.03
1408,Bengkalis,2011,69.72
9471,Kota Jayapura,2012,77.25
3209,Cirebon,2021,69.12
7604,Mamuju,2011,62.28
9108,Raja Ampat,2011,58.37
8201,Halmahera Barat,2016,63.83
8172,Kota Tual,2017,66.25
9433,Puncak,2021,43.17
1271,Kota Sibolga,2024,75.66
7204,Poso,2022,71.93
7601,Majene,2024,69.42
6471,Kota Balikpapan,2017,79.01
3506,Kediri,2015,68.91
1208,Asahan,2017,69.1
1311,Dharmasraya,2015,69.84
6311,Balangan,2016,66.25
1605,Musi Rawas,2010,59.69
1502,Merangin,2021,69.53
7505,Gorontalo Utara,2022,66.01
5319,Manggarai Timur,2011,54.97
8202,Halmahera Tengah,2010,58.42
1374,Kota Padang Panjang,2020,77.93
1706,Mukomuko,2021,68.64
5200,NUSA TENGGARA BARAT,2020,68.25
7206,Toli-Toli,2022,66.76
3323,Temanggung,2012,64.91
1904,Bangka Tengah,2020,70.45
2172,Kota Tanjung Pinang,2011,74.86
1215,Humbang Hasundutan,2022,70.32
7414,Buton Tengah,2024,66.47
6301,Tanah Laut,2024,71.43
8206,Halmahera Timur,2022,67.93
8204,Halmahera Selatan,2021,64.19
1800,LAMPUNG,2017,68.25
3508,Lumajang,2022,66.95
1701,Bengkulu Selatan,2015,68.57
3202,Sukabumi,2018,66.05
2171,Kota Batam,2013,78.65
1307,Agam,2018,71.7
6211,Gunung Mas,2019,70.65
1700,BENGKULU,2019,71.21
7106,Minahasa Utara,2024,75.89
1210,Dairi,2016,69.61
1871,Kota Bandar Lampung,2024,79.19
6102,Bengkayang,2010,62.5
1674,Kota Lubuklinggau,2010,70.72
6100,KALIMANTAN BARAT,2012,63.41
5315,Manggarai Barat,2022,64.92
3506,Kediri,2019,71.85
3324,Kendal,2015,69.57
3272,Kota Sukabumi,2016,72.33
3507,Malang,2012,64.71
9429,Nduga,2020,31.55
5271,Kota Mataram,2012,74.22
1901,Bangka,2017,71.09
5203,Lombok Timur,2011,59.84
9107,Sorong,2016,62.42
7403,Konawe,2017,70.24
3213,Subang,2011,64.21
3518,Nganjuk,2020,71.72
6103,Landak,2017,64.93
1506,Tanjung Jabung Timur,2016,61.88
1215,Humbang Hasundutan,2020,68.87
1609,Ogan Komering Ulu Timur,2015,67.17
9202,Sorong,2023,67.49
7110,Bolaang Mongondow Selatan,2015,63.72
3471,Kota Yogyakarta,2013,83.61
6209,Katingan,2014,65.79
1904,Bangka Tengah,2011,66.09
1673,Kota Pagar Alam,2018,67.62
8205,Halmahera Utara,2014,64.18
9413,Boven Digoel,2021,61.62
3300,JAWA TENGAH,2013,68.02
5105,Klungkung,2012,67.64
1214,Nias Selatan,2017,59.85
9431,Mamberamo Tengah,2015,43.55
9434,Dogiyai,2013,51.46
3400,D I YOGYAKARTA,2015,77.59
1403,Indragiri Hilir,2024,68.38
2103,Natuna,2020,72.72
6101,Sambas,2023,68.69
1605,Musi Rawas,2022,67.78
1572,Kota Sungai Penuh,2020,75.42
8106,Seram Bagian Barat,2018,65.14
9427,Supiori,2013,59.4
3571,Kota Kediri,2011,72.93
8204,Halmahera Selatan,2014,60.34
1502,Merangin,2018,68.81
6212,Barito Timur,2013,68.82
6205,Barito Utara,2023,71.84
1303,Solok,2017,67.86
1107,Aceh Barat,2018,70.47
1703,Bengkulu Utara,2011,64.61
3306,Purworejo,2011,69.11
9102,Kaimana,2020,65.0
5205,Dompu,2013,63.16
1607,Banyu Asin,2015,64.15
6108,Kapuas Hulu,2014,62.9
6201,Kotawaringin Barat,2018,72.46
3326,Pekalongan,2016,67.71
1808,Tulangbawang,2023,70.02
1672,Kota Prabumulih,2015,73.19
3372,Kota Surakarta,2010,77.45
5303,Kupang,2020,64.32
3502,Ponorogo,2023,72.5
9108,Raja Ampat,2018,62.84
3173,Kota Jakarta Pusat,2020,81.39
3278,Kota Tasikmalaya,2017,71.51
1217,Samosir,2022,71.67
3519,Madiun,2019,71.69
1804,Lampung Timur,2021,69.66
6308,Hulu Sungai Utara,2021,66.12
1223,Labuhan Batu Utara,2013,68.28
1900,KEP. BANGKA BELITUNG,2010,66.02
3573,Kota Malang,2012,78.04
6171,Kota Pontianak,2014,76.63
3214,Purwakarta,2010,64.93
1104,Aceh Tenggara,2012,64.99
6106,Ketapang,2022,67.92
9103,Teluk Wondama,2024,62.36
1373,Kota Sawah Lunto,2017,71.13
7307,Sinjai,2017,65.8
9408,Kepulauan Yapen,2013,64.34
5201,Lombok Barat,2019,68.03
1200,SUMATERA UTARA,2010,67.09
1311,Dharmasraya,2022,72.3
3373,Kota Salatiga,2020,83.14
1373,Kota Sawah Lunto,2021,72.88
9408,Kepulauan Yapen,2020,67.66
3529,Sumenep,2011,58.7
6103,Landak,2012,62.38
8204,Halmahera Selatan,2011,58.86
5108,Buleleng,2021,72.56
1109,Pidie,2011,66.95
8104,Buru,2022,69.94
9105,Manokwari,2015,69.91
1505,Muaro Jambi,2024,71.91
3512,Situbondo,2013,63.43
3314,Sragen,2021,74.08
7371,Kota Makasar,2022,83.12
3324,Kendal,2012,67.55
3314,Sragen,2014,70.52
8103,Maluku Tengah,2019,71.25
2102,Bintan,2016,72.38
3517,Jombang,2022,74.05
7108,Siau Tagulandang Biaro,2011,62.45
1275,Kota Medan,2014,78.26
1804,Lampung Timur,2014,66.42
1608,Ogan Komering Ulu Selatan,2023,66.67
3523,Tuban,2011,62.47
5106,Bangli,2016,67.03
1206,Toba Samosir / Toba,2023,76.38
1303,Solok,2016,67.67
3575,Kota Pasuruan,2019,75.25
1304,Sijunjung,2017,66.6
3505,Blitar,2016,68.88
3527,Sampang,2015,58.18
1903,Bangka Barat,2018,68.68
1113,Gayo Lues,2018,65.88
1407,Rokan Hulu,2024,71.82
1205,Tapanuli Utara,2014,70.7
1600,SUMATERA SELATAN,2012,65.79
7413,Muna Barat,2020,65.08
5108,Buleleng,2016,70.65
8207,Pulau Morotai,2024,65.68
3575,Kota Pasuruan,2022,76.54
7600,SULAWESI BARAT,2011,60.63
6100,KALIMANTAN BARAT,2017,66.26
7304,Jeneponto,2023,65.9
3301,Cilacap,2018,69.56
1904,Bangka Tengah,2021,70.89
9428,Mamberamo Raya,2011,45.82
1808,Tulangbawang,2020,68.52
1273,Kota Pematang Siantar,2022,79.7
7103,Kepulauan Sangihe,2010,64.69
3600,BANTEN,2013,69.47
1812,Tulang Bawang Barat,2020,65.97
1223,Labuhan Batu Utara,2024,74.4
1603,Muara Enim,2010,62.12
3317,Rembang,2010,64.53
5318,Nagekeo,2021,65.82
1674,Kota Lubuklinggau,2023,76.19
1212,Deli Serdang,2017,73.94
5101,Jembrana,2020,72.36
3523,Tuban,2017,66.77
3578,Kota Surabaya,2020,82.23
1971,Kota Pangkal Pinang,2013,76.14
3375,Kota Pekalongan,2014,71.53
1704,Kaur,2019,66.78
7205,Donggala,2014,63.55
1812,Tulang Bawang Barat,2017,64.58
1707,Lebong,2013,63.15
2102,Bintan,2021,74.57
6206,Sukamara,2017,66.98
3314,Sragen,2020,73.95
8106,Seram Bagian Barat,2011,60.59
3205,Garut,2013,61.67
6103,Landak,2013,62.72
3578,Kota Surabaya,2017,81.07
1805,Lampung Tengah,2012,65.6
7111,Bolaang Mongondow Timur,2020,65.99
7103,Kepulauan Sangihe,2023,72.22
3301,Cilacap,2014,67.25
9111,Manokwari Selatan,2024,62.45
9413,Boven Digoel,2012,57.45
1801,Lampung Barat,2012,62.51
7310,Barru,2012,66.07
8103,Maluku Tengah,2010,66.12
1501,Kerinci,2022,71.99
3305,Kebumen,2023,71.37
8107,Seram Bagian Timur,2024,66.24
3277,Kota Cimahi,2011,74.41
6302,Kotabaru,2013,65.41
1208,Asahan,2019,69.92
1471,Kota Pekanbaru,2013,78.16
7501,Boalemo,2012,61.11
6101,Sambas,2021,67.1
7108,Siau Tagulandang Biaro,2023,69.57
1705,Seluma,2022,67.76
1304,Sijunjung,2011,62.92
6311,Balangan,2017,67.25
7471,Kota Kendari,2023,84.85
3311,Sukoharjo,2023,78.65
8103,Maluku Tengah,2015,68.85
1771,Kota Bengkulu,2014,76.49
9426,Waropen,2012,61.32
9100,PAPUA BARAT,2015,61.73
1302,Pesisir Selatan,2016,68.39
3503,Trenggalek,2024,72.24
3208,Kuningan,2013,66.16
9432,Yalimo,2015,44.32
8103,Maluku Tengah,2022,71.81
5300,NUSA TENGGARA TIMUR,2019,65.23
7501,Boalemo,2019,65.53
6400,KALIMANTAN TIMUR,2023,78.2
3204,Bandung,2014,69.06
6101,Sambas,2020,67.03
1215,Humbang Hasundutan,2011,64.06
9402,Jayawijaya,2011,51.66
1102,Aceh Singkil,2011,63.13
3502,Ponorogo,2014,67.4
1172,Kota Sabang,2017,74.1
3200,JAWA BARAT,2012,67.32
6200,KALIMANTAN TENGAH,2012,66.66
7408,Kolaka Utara,2022,70.39
6212,Barito Timur,2011,67.31
6211,Gunung Mas,2012,67.3
3602,Lebak,2019,63.88
3500,JAWA TIMUR,2021,72.14
7314,Sidenreng Rappang,2014,68.14
3602,Lebak,2011,59.82
7500,GORONTALO,2014,65.17
8204,Halmahera Selatan,2022,65.06
3101,Kep. Seribu,2014,68.48
3212,Indramayu,2014,63.55
5311,Ende,2022,67.97
7410,Konawe Utara,2014,66.03
1103,Aceh Selatan,2016,64.13
7601,Majene,2018,66.01
9418,Tolikara,2013,45.68
1117,Bener Meriah,2016,71.42
1971,Kota Pangkal Pinang,2014,76.28
3302,Banyumas,2019,71.96
3318,Pati,2010,65.13
6107,Sintang,2023,68.67
1611,Empat Lawang,2024,67.25
1214,Nias Selatan,2014,57.78
9410,Paniai,2011,53.02
1103,Aceh Selatan,2011,61.52
1900,KEP. BANGKA BELITUNG,2019,71.3
1309,Pasaman,2010,60.88
3329,Brebes,2017,64.86
1809,Pesawaran,2017,64.43
7505,Gorontalo Utara,2011,59.95
1218,Serdang Bedagai,2014,67.78
1504,Batang Hari,2015,68.05
9108,Raja Ampat,2020,63.89
5315,Manggarai Barat,2010,57.08
7472,Kota Baubau,2011,71.11
7201,Banggai Kepulauan,2015,62.97
7174,Kota Kotamobagu,2022,73.96
9412,Mimika,2014,70.4
6271,Kota Palangka Raya,2022,81.16
6203,Kapuas,2013,64.82
8203,Kepulauan Sula,2020,63.53
3206,Tasikmalaya,2014,62.79
1276,Kota Binjai,2011,70.85
3310,Klaten,2018,74.79
5314,Rote Ndao,2010,54.79
7501,Boalemo,2011,60.52
7412,Konawe Kepulauan,2022,66.69
1807,Way Kanan,2018,66.63
6208,Seruyan,2024,69.05
5108,Buleleng,2011,67.73
3100,DKI JAKARTA,2024,83.08
7108,Siau Tagulandang Biaro,2012,63.35
7202,Banggai,2010,64.09
7206,Toli-Toli,2021,66.3
9408,Kepulauan Yapen,2015,65.28
1904,Bangka Tengah,2016,68.76
7303,Bantaeng,2020,68.73
6172,Kota Singkawang,2017,70.25
5201,Lombok Barat,2010,60.61
7403,Konawe,2021,71.48
9704,Tolikara,2024,52.05
1116,Aceh Jaya,2015,67.53
1600,SUMATERA SELATAN,2011,65.12
3217,Bandung Barat,2020,68.08
9201,Raja Ampat,2024,65.86
1505,Muaro Jambi,2015,66.66
7203,Morowali,2022,72.55
3375,Kota Pekalongan,2016,73.32
7313,Wajo,2012,64.88
9415,Asmat,2019,50.37
9108,Raja Ampat,2017,62.35
7602,Polewali Mandar,2018,63.14
3528,Pamekasan,2013,62.27
5306,Belu,2023,63.83
1274,Kota Tebing Tinggi,2013,71.85
9429,Nduga,2011,21.12
3320,Jepara,2010,66.76
7322,Luwu Utara,2012,65.99
1709,Bengkulu Tengah,2011,62.54
3326,Pekalongan,2010,63.75
6203,Kapuas,2024,71.32
5103,Badung,2019,81.59
9401,Merauke,2022,71.24
6502,Bulungan,2013,68.66
1903,Bangka Barat,2012,64.92
6301,Tanah Laut,2015,66.99
1377,Kota Pariaman,2010,72.56
9402,Jayawijaya,2018,56.82
7100,SULAWESI UTARA,2024,75.03
1607,Banyu Asin,2016,65.01
7373,Kota Palopo,2011,74.02
1609,Ogan Komering Ulu Timur,2013,66.09
1804,Lampung Timur,2018,69.04
1218,Serdang Bedagai,2024,72.47
7208,Parigi Moutong,2023,67.11
7201,Banggai Kepulauan,2016,63.45
5206,Bima,2011,60.62
1671,Kota Palembang,2020,78.33
7312,Soppeng,2016,65.95
9412,Mimika,2017,72.42
1610,Ogan Ilir,2015,65.35
5308,Lembata,2024,66.62
1807,Way Kanan,2017,65.97
5315,Manggarai Barat,2020,63.89
1410,Kepulauan Meranti,2012,61.49
6300,KALIMANTAN SELATAN,2012,66.68
7105,Minahasa Selatan,2015,69.18
3214,Purwakarta,2024,72.65
3306,Purworejo,2021,72.98
3276,Kota Depok,2016,79.6
1310,Solok Selatan,2017,67.81
3205,Garut,2019,66.22
3208,Kuningan,2015,67.19
3316,Blora,2023,70.63
9419,Sarmi,2020,63.63
9409,Biak Numfor,2015,70.85
6371,Kota Banjarmasin,2014,74.94
6104,Mempawah,2017,64.0
7203,Morowali,2012,66.48
3272,Kota Sukabumi,2021,74.6
7173,Kota Tomohon,2013,72.99
7172,Kota Bitung,2014,70.88
3326,Pekalongan,2020,69.63
1372,Kota Solok,2010,74.38
1408,Bengkalis,2017,72.27
7403,Konawe,2018,70.72
1207,Labuhan Batu,2016,70.5
7318,Tana Toraja,2015,65.75
9429,Nduga,2023,35.19
7602,Polewali Mandar,2017,62.35
7101,Bolaang Mongondow,2021,68.16
7102,Minahasa,2024,77.74
1612,Penukal Abab Lematang Ilir,2024,67.48
7405,Konawe Selatan,2015,66.32
1275,Kota Medan,2019,80.97
7304,Jeneponto,2012,59.62
1219,Batu Bara,2011,63.95
3502,Ponorogo,2022,71.87
1311,Dharmasraya,2014,69.27
3307,Wonosobo,2024,69.82
3279,Kota Banjar,2010,66.81
5371,Kota Kupang,2024,81.08
6111,Kayong Utara,2011,56.58
3518,Nganjuk,2011,66.58
6110,Melawi,2018,65.05
1803,Lampung Selatan,2014,63.75
3216,Bekasi,2019,73.99
1404,Pelalawan,2012,67.25
3302,Banyumas,2010,66.87
1301,Kepulauan Mentawai,2010,55.66
3403,Gunung Kidul,2013,66.31
3573,Kota Malang,2013,78.44
3404,Sleman,2015,81.2
6303,Banjar,2020,69.18
3323,Temanggung,2020,69.57
6102,Bengkayang,2013,63.99
7372,Kota Parepare,2015,76.31
9431,Mamberamo Tengah,2017,45.5
6411,Mahakam Ulu,2016,65.51
1201,Nias,2015,58.85
7106,Minahasa Utara,2020,73.9
5320,Sabu Raijua,2023,58.89
1303,Solok,2024,71.02
8200,MALUKU UTARA,2011,63.19
1303,Solok,2012,65.62
5104,Gianyar,2020,77.36
3401,Kulon Progo,2024,76.14
1212,Deli Serdang,2013,71.39
7371,Kota Makasar,2014,79.35
3507,Malang,2023,72.16
2100,KEPULAUAN RIAU,2023,77.11
5321,Malaka,2021,60.42
6405,Berau,2016,73.05
6404,Kutai Timur,2019,73.49
3373,Kota Salatiga,2015,80.96
9413,Boven Digoel,2010,56.15
9419,Sarmi,2016,61.27
9412,Mimika,2021,74.48
3523,Tuban,2021,68.91
3308,Magelang,2010,63.28
3172,Kota Jakarta Timur,2011,78.82
1305,Tanah Datar,2018,71.25
1405,Siak,2012,70.45
1117,Bener Meriah,2013,69.74
9106,Sorong Selatan,2015,58.6
7305,Takalar,2015,64.07
7315,Pinrang,2010,66.25
6205,Barito Utara,2020,70.59
1906,Belitung Timur,2019,70.84
9415,Asmat,2016,47.31
3517,Jombang,2024,75.1
8206,Halmahera Timur,2018,66.2
3306,Purworejo,2024,75.11
3579,Kota Batu,2020,75.9
7404,Kolaka,2023,74.72
7210,Sigi,2019,68.16
1610,Ogan Ilir,2016,65.45
3201,Bogor,2021,70.6
3515,Sidoarjo,2023,81.55
9419,Sarmi,2019,63.45
3305,Kebumen,2017,68.29
3523,Tuban,2024,71.23
9105,Manokwari,2021,72.02
5171,Kota Denpasar,2012,80.45
1405,Siak,2014,71.45
7372,Kota Parepare,2011,74.2
1611,Empat Lawang,2018,64.81
8102,Maluku Tenggara,2013,62.11
6108,Kapuas Hulu,2012,61.85
9400,PAPUA,2024,73.0
8102,Maluku Tenggara,2011,60.96
5203,Lombok Timur,2024,69.23
1103,Aceh Selatan,2020,67.12
1410,Kepulauan Meranti,2015,63.25
3201,Bogor,2016,68.32
1601,Ogan Komering Ulu,2023,71.01
1271,Kota Sibolga,2012,69.71
7605,Mamuju Utara / Pasangkayu,2023,69.11
2172,Kota Tanjung Pinang,2017,78.0
3579,Kota Batu,2021,76.28
7372,Kota Parepare,2018,77.19
7308,Maros,2010,64.07
7205,Donggala,2013,63.38
3215,Karawang,2016,68.19
5318,Nagekeo,2018,65.35
9411,Puncak Jaya,2015,44.87
3278,Kota Tasikmalaya,2016,70.58
3327,Pemalang,2019,66.32
3526,Bangkalan,2022,65.05
3310,Klaten,2016,73.97
6504,Nunukan,2024,68.52
9430,Lanny Jaya,2022,49.62
1276,Kota Binjai,2012,71.54
1117,Bener Meriah,2023,74.49
7271,Kota Palu,2016,79.73
1608,Ogan Komering Ulu Selatan,2016,63.42
8272,Kota Tidore Kepulauan,2023,72.4
1802,Tanggamus,2014,62.67
6302,Kotabaru,2014,65.76
1271,Kota Sibolga,2017,72.28
7409,Buton Utara,2022,69.0
1671,Kota Palembang,2016,76.59
1207,Labuhan Batu,2013,69.45
6200,KALIMANTAN TENGAH,2010,65.96
5305,Timor Tengah Utara,2017,62.03
1805,Lampung Tengah,2016,68.33
1572,Kota Sungai Penuh,2018,74.67
5310,Sikka,2020,65.11
3371,Kota Magelang,2015,76.39
1274,Kota Tebing Tinggi,2022,76.17
3101,Kep. Seribu,2016,69.52
7308,Maros,2023,71.63
3278,Kota Tasikmalaya,2019,72.84
6411,Mahakam Ulu,2017,66.09
5304,Timor Tengah Selatan,2023,63.58
1672,Kota Prabumulih,2012,70.95
8272,Kota Tidore Kepulauan,2018,69.89
9101,Fakfak,2014,64.73
1610,Ogan Ilir,2018,66.43
1103,Aceh Selatan,2023,68.44
6308,Hulu Sungai Utara,2011,59.24
7411,Kolaka Timur,2024,70.27
1403,Indragiri Hilir,2023,67.98
1671,Kota Palembang,2023,80.02
7308,Maros,2016,67.76
3516,Mojokerto,2023,75.53
1274,Kota Tebing Tinggi,2019,75.08
1272,Kota Tanjung Balai,2015,66.74
9109,Tambrauw,2012,47.18
3206,Tasikmalaya,2010,60.21
3101,Kep. Seribu,2018,70.91
8104,Buru,2013,64.31
7108,Siau Tagulandang Biaro,2017,66.03
7325,Luwu Timur,2014,69.75
3601,Pandeglang,2018,64.34
6311,Balangan,2011,63.28
1812,Tulang Bawang Barat,2016,63.77
1204,Tapanuli Tengah,2018,68.27
6501,Malinau,2012,68.88
9604,Nabire,2024,71.77
3372,Kota Surakarta,2014,79.34
9409,Biak Numfor,2020,72.19
6104,Mempawah,2024,68.56
6504,Nunukan,2020,65.79
1105,Aceh Timur,2022,68.72
3404,Sleman,2013,80.26
8103,Maluku Tengah,2024,73.21
7208,Parigi Moutong,2018,64.85
3310,Klaten,2013,72.42
1408,Bengkalis,2019,73.44
1371,Kota Padang,2014,79.83
7204,Poso,2013,66.94
7171,Kota Manado,2011,75.47
3314,Sragen,2010,67.67
1807,Way Kanan,2013,63.92
3578,Kota Surabaya,2015,79.47
3372,Kota Surakarta,2022,83.08
6210,Pulang Pisau,2012,64.28
8202,Halmahera Tengah,2023,67.48
1310,Solok Selatan,2019,68.94
6372,Kota Banjar Baru,2011,76.23
3318,Pati,2016,69.03
3576,Kota Mojokerto,2015,75.54
1406,Kampar,2024,74.85
7472,Kota Baubau,2017,74.14
9500,PAPUA SELATAN,2024,67.9
3100,DKI JAKARTA,2023,82.46
5204,Sumbawa,2014,62.88
7305,Takalar,2016,64.96
9429,Nduga,2021,32.84
1201,Nias,2023,64.56
6502,Bulungan,2016,69.88
6402,Kutai Barat,2019,71.63
3324,Kendal,2023,73.86
3207,Ciamis,2010,64.64
6310,Tanah Bumbu,2024,72.95
6271,Kota Palangka Raya,2015,78.62
1601,Ogan Komering Ulu,2010,64.13
1803,Lampung Selatan,2012,62.68
3505,Blitar,2015,68.13
1801,Lampung Barat,2013,63.21
7202,Banggai,2018,69.85
7602,Polewali Mandar,2013,59.27
1571,Kota Jambi,2012,73.78
6106,Ketapang,2021,67.43
3209,Cirebon,2022,70.06
7404,Kolaka,2017,71.46
7211,Banggai Laut,2020,65.43
5310,Sikka,2013,60.84
1371,Kota Padang,2019,82.68
7318,Tana Toraja,2021,69.49
7505,Gorontalo Utara,2020,64.86
1612,Penukal Abab Lematang Ilir,2020,64.7
3175,Kota Jakarta Utara,2024,81.39
1207,Labuhan Batu,2012,68.64
1308,Lima Puluh Kota,2018,69.17
1505,Muaro Jambi,2016,67.55
6172,Kota Singkawang,2013,69.13
7505,Gorontalo Utara,2023,66.61
3175,Kota Jakarta Utara,2015,78.3
6207,Lamandau,2011,65.99
3471,Kota Yogyakarta,2014,83.78
7401,Buton,2015,62.78
1117,Bener Meriah,2017,71.89
1607,Banyu Asin,2013,62.42
5320,Sabu Raijua,2018,55.79
3603,Tangerang,2021,72.29
7406,Bombana,2010,59.85
3600,BANTEN,2010,67.54
3328,Tegal,2015,65.04
1309,Pasaman,2020,66.64
3671,Kota Tangerang,2014,75.87
8101,Maluku Tenggara Barat / Kepulauan Tanimbar,2014,59.81
6104,Mempawah,2018,64.9
3304,Banjarnegara,2015,64.73
2100,KEPULAUAN RIAU,2016,73.99
6102,Bengkayang,2023,69.53
3509,Jember,2013,62.43
7404,Kolaka,2019,73.01
1508,Tebo,2010,63.62
1613,Musi Rawas Utara,2017,63.18
3321,Demak,2019,71.87
1272,Kota Tanjung Balai,2013,65.4
